학교ID,학교명,학교급구분,설립일자_x,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드_x,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,시도교육청코드_y,행정표준코드,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자_y,개교기념일,수정일자,급식메뉴
B000008297,상일중학교,중학교,1979-03-05,사립,본교,운영,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.54858748,127.1708235,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7130275,Sang-il Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,5282.0,서울특별시 강동구 천호대로219길 61,(상일동/ 상일여자중학교),02-428-0735,http://sangil.sen.ms.kr,여,02-3426-4787,  ,N,일반계,,전기,주간,19790221,19790221,20230615,타지역메뉴정보없음
B000008604,학장중학교,중학교,1982-03-01,공립,본교,운영,부산광역시 사상구 학장동 574-116,부산광역시 사상구 대동로140번길 60,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2023-11-15,35.13790347,128.9828243,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7201037,Hakjang Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,47051.0,부산광역시 사상구 대동로140번길 60,(학장동/ 학장중학교),051-320-2500,www.hakjang.ms.kr,남여공학,051-320-2588,  ,N,일반계,,전기,주간,19820301,19820301,20230615,타지역메뉴정보없음
B000026225,중앙탑중학교,중학교,2019-03-01,공립,본교,운영,충청북도 충주시 중앙탑면 용전리 694,충청북도 충주시 중앙탑면 원앙4길 64,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2023-11-15,37.01585619,127.832571,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8021137,.jungangtap middle school,중학교,충청북도,충청북도충주교육지원청,공립,27465.0,충청북도 충주시 중앙탑면 원앙4길 64,/ 중앙탑중학교 (중앙탑면),043-857-9042,http://school.cbe.go.kr/cjjungangtap-m,남여공학,043-857-9044,,N,,,전기,주간,20190301,20190301,20230615,타지역메뉴정보없음
B000024254,장검중학교,중학교,2016-03-01,공립,본교,운영,울산광역시 울주군 범서읍 굴화리 248-1,울산광역시 울주군 범서읍 장검1길 4,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2023-11-15,35.55437653,129.2539648,2024-03-22,C738100,청주대학교 지방교육재정연구원,H10,7501225,Jang Geom Middle School,중학교,울산광역시,울산광역시강남교육지원청,공립,44932.0,울산광역시 울주군 범서읍 장검1길 4,(범서읍/ 장검중학교),522259339,http://janggeom.ms.kr,남여공학,522259669,,N,,,전기,주간,20160301,20160301,20230615,미니밥(자율) <br/>콘크림스프 (1.2.5.6.13.16)<br/>새우또띠아 (1.2.5.6.9.12.13)<br/>깍두기 (9)<br/>포도 <br/>치즈볼 (1.2.5.6.13)<br/>토마토스파게티 (1.2.5.6.10.12.13.16)<br/>궁채장아찌 
B000009675,파주광일중학교,중학교,1959-03-21,사립,본교,운영,경기도 파주시 월롱면 영태리 535,경기도 파주시 월롱면 함영골길 10,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2023-11-15,37.77510483,126.7860208,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7681113,Paju Kwangil Middle School,중학교,경기도,경기도파주교육지원청,사립,10945.0,경기도 파주시 월롱면 함영골길 10,(월롱면/ 파주여자고등학교/ 광일중학교),031-940-1910,www.pjki.ms.kr,남여공학,031-941-5323,  ,N,일반계,,전기,주간,19590321,19590321,20230615,타지역메뉴정보없음
B000011081,구산중학교,중학교,2003-03-01,공립,본교,운영,경상남도 김해시 구산동 1055,경상남도 김해시 구산로5번길 31,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2023-11-15,35.25137667,128.8683035,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9091064,,중학교,경상남도,김해교육지원청,공립,50904.0,경상남도 김해시 구산로5번길 31,/ 구산중학교 (구산동/구산중학교),055-331-3035,http://gsjung-m.gne.go.kr,남여공학,055-331-3044,  ,N,해당없음,,전기,주간,20030301,20030301,20230615,타지역메뉴정보없음
B000011081,구산중학교,중학교,2003-03-01,공립,본교,운영,경상남도 김해시 구산동 1055,경상남도 김해시 구산로5번길 31,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2023-11-15,35.25137667,128.8683035,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9022466,Gusan Middle School,중학교,경상남도,창원교육지원청,공립,51778.0,경상남도 창원시 마산합포구 현동9길 23,(현동/ 구산중학교),055-221-0044,http://msgusan-m.gne.go.kr,남여공학,055-221-0442,,N,,,전기,주간,19540531,19540531,20230615,타지역메뉴정보없음
B000008896,조선대학교부속중학교,중학교,1947-10-02,사립,본교,운영,광주광역시 동구 서석동 346,광주광역시 동구 필문대로 309-3,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2023-11-15,35.14379042,126.9280982,2024-03-22,C738100,청주대학교 지방교육재정연구원,F10,7391144,Middle School Attached to Chosun University,중학교,광주광역시,광주광역시동부교육지원청,사립,61452.0,광주광역시 동구 필문대로 309-3,(서석동),062-230-2200,http://chosun.gen.ms.kr/,남,062-230-2291,  ,N,일반계,,전기,주간,19470725,19471002,20230615,타지역메뉴정보없음
B000005868,갈산초등학교,초등학교,1917-05-23,공립,본교,운영,충청남도 홍성군 갈산면 상촌리 70,충청남도 홍성군 갈산면 갈산로 135,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2023-11-15,36.60252317,126.5536653,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8261016,Kalsan Elementary School,초등학교,충청남도,충청남도홍성교육지원청,공립,32202.0,충청남도 홍성군 갈산면 갈산로 135,(갈산면/갈산초등학교),041-633-7575,http://www.galsan.cnees.kr,남여공학,041-633-7584,,N,해당없음,,전기,주간,19170306,19170523,20230615,타지역메뉴정보없음
B000003323,진만초등학교,초등학교,2002-03-01,공립,본교,운영,광주광역시 광산구 신가동 1005,광주광역시 광산구 목련로394번길 40-10,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2023-11-15,35.1835128,126.8340443,2024-03-22,C738100,청주대학교 지방교육재정연구원,F10,7401187,Jin-Man Elementary school,초등학교,광주광역시,광주광역시서부교육지원청,공립,62300.0,광주광역시 광산구 목련로394번길 40-10,/ 진만초등학교 (신가동),062-958-5677,http://jinman.gen.es.kr,남여공학,062-956-1146,  ,N,일반계,,전기,주간,20020301,20020301,20230615,타지역메뉴정보없음
B000004447,오산초등학교,초등학교,1953-05-09,공립,본교,운영,경기도 여주시 가남읍 오산리 236,경기도 여주시 가남읍 양화로 168,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2023-11-15,37.23879824,127.5590727,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7661032,Osan Elementary School,초등학교,경기도,경기도여주교육지원청,공립,12656.0,경기도 여주시 가남읍 양화로 168,(가남읍/오산초교),031-882-2903,https://yjosan-e.goeyj.kr,남여공학,031-881-2331,  ,N,일반계,,전기,주간,19460302,19460302,20230615,타지역메뉴정보없음
B000004447,오산초등학교,초등학교,1953-05-09,공립,본교,운영,경기도 여주시 가남읍 오산리 236,경기도 여주시 가남읍 양화로 168,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2023-11-15,37.23879824,127.5590727,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7679087,Osan Elementary School,초등학교,경기도,경기도화성오산교육지원청,공립,18125.0,경기도 오산시 가수로 16,(가수동/오산초등학교),031-374-2304,www.osan.es.kr,남여공학,031-373-7355,  ,N,일반계,,전기,주간,19451002,19451002,20230615,타지역메뉴정보없음
B000007232,경산서부초등학교,초등학교,1997-03-01,공립,본교,운영,경상북도 경산시 옥산동 736-1,경상북도 경산시 경산로42길 22-11,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2023-11-15,35.82728316,128.7290591,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8851058,Gyeongsan Seobu Elementary School,초등학교,경상북도,경상북도경산교육지원청,공립,38675.0,경상북도 경산시 경산로42길 22-11,(옥산동/ 경산서부초등학교),053-816-5101,http://school.gyo6.net/gssb,남여공학,053-816-5104,  ,N,일반계,,전기,주간,19970301,19970301,20230615,타지역메뉴정보없음
B000010017,천안중학교,중학교,1951-09-24,공립,본교,운영,충청남도 천안시 동남구 원성동 191,충청남도 천안시 동남구 충절로 90,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2023-11-15,36.81133826,127.156421,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8151023,Cheonan Middle School,중학교,충청남도,충청남도천안교육지원청,공립,31127.0,충청남도 천안시 동남구 충절로 90,(원성동/천안중학교),041-563-0242,http://cheonan.caems.kr/,남,041-563-0243,  ,N,일반계,,전기,주간,19490924,19510924,20230615,타지역메뉴정보없음
B000009766,하슬라중학교,중학교,1981-10-02,공립,본교,운영,강원특별자치도 강릉시 포남동 1086 번지,강원특별자치도 강릉시 보래미길 9,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2013-11-29,2023-11-15,37.77201703,128.9070618,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7832082,Haslla Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25478.0,강원도 강릉시 보래미길 9,/ 하슬라중학교 (포남동),033-660-8800,http://hsl.gwe.ms.kr,남여공학,033-653-7776,,N,일반계,,전기,주간,19801128,19811002,20230913,타지역메뉴정보없음
B000004370,대서초등학교,초등학교,1946-09-02,공립,본교,운영,경기도 이천시 장호원읍 대서리 14-1,경기도 이천시 장호원읍 서동대로8487번길 23-24,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2023-11-15,37.11354197,127.5759676,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7741017,Daeseo Elementary School,초등학교,경기도,경기도이천교육지원청,공립,17415.0,경기도 이천시 장호원읍 서동대로8487번길 23-24,/ 대서초등학교 (장호원읍),031-642-4829,icheon-daeseu.goeic.kr,남여공학,031-642-7910,  ,N,일반계,,전기,주간,19460901,19460901,20230615,타지역메뉴정보없음
B000012093,상일여자고등학교,고등학교,1979-03-05,사립,본교,운영,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.54858748,127.1708235,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7010181,Sangil Girls High School,고등학교,서울특별시,서울특별시교육청,사립,5282.0,서울특별시 강동구 천호대로219길 61,/ 상일여자고등학교 (상일동),02-428-0435,http://sangil.hs.kr,여,02-481-3130,일반고,N,일반계,,후기,주간,19791006,19791006,20230615,타지역메뉴정보없음
B000004738,산북초등학교,초등학교,2000-03-01,공립,본교,운영,경기도 양주시 산북동 352-1,경기도 양주시 평화로1261번길 96-46,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2023-11-15,37.80608755,127.0391829,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7602042,Sanbook Elementary School,초등학교,경기도,경기도동두천양주교육지원청,공립,11497.0,경기도 양주시 평화로1261번길 96-46,(산북동),031-840-4131,https://sanbook-e.goedy.kr,남여공학,031-840-4133,  ,N,일반계,,전기,주간,20000301,20000301,20230615,타지역메뉴정보없음
B000012622,하남고등학교,고등학교,1970-03-18,사립,본교,운영,경기도 하남시 망월동 778-1,경기도 하남시 미사강변남로 39,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2023-11-15,37.5603837,127.1856182,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530214,Hanam High School,고등학교,경기도,경기도교육청,사립,12914.0,경기도 하남시 미사강변남로 39,(망월동),031-792-3083,hanam-h.goegh.kr,남여공학,031-793-8481,일반고,N,일반계,,전기,주간,19720930,19700318,20230615,타지역메뉴정보없음
B000005728,금성초등학교,초등학교,1933-04-20,공립,본교,운영,충청남도 금산군 금성면 상가리 152-2,충청남도 금산군 금성면 진산로 370,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2023-11-15,36.1309473,127.4540942,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8201018,Geumsung Elementary School,초등학교,충청남도,충청남도금산교육지원청,공립,32707.0,충청남도 금산군 금성면 진산로 370,(금성면),041-752-3010,http://kumsung.cnees.kr/,남여공학,041-753-5809,  ,N,해당없음,,전기,주간,19330420,19330420,20230615,타지역메뉴정보없음
B000005728,금성초등학교,초등학교,1933-04-20,공립,본교,운영,충청남도 금산군 금성면 상가리 152-2,충청남도 금산군 금성면 진산로 370,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2023-11-15,36.1309473,127.4540942,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8181020,Keumseong Elementary School,초등학교,충청남도,충청남도아산교육지원청,공립,31439.0,충청남도 아산시 인주면 인주로 129,(인주면/금성초등학교),041-533-4461,http://www.keumseong.cnees.kr,남여공학,041-533-4473,  ,N,해당없음,,전기,주간,19350601,19350601,20230615,타지역메뉴정보없음
B000011437,인평자동차고등학교,고등학교,2001-03-01,사립,본교,운영,인천광역시 부평구 산곡동 369-303,인천광역시 부평구 화랑로 111,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2023-11-15,37.49225169,126.702193,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7310479,Inpyung Automotive High School,고등학교,인천광역시,인천광역시교육청,사립,21373.0,인천광역시 부평구 화랑로 111,(산곡동),032-517-0721,http://inpyung.icehs.kr/,남,032-517-0728,특성화고,N,전문계,,전기,주간,19831122,19831122,20230615,타지역메뉴정보없음
B000006332,동산초등학교,초등학교,1963-03-07,공립,본교,운영,전북특별자치도 순창군 복흥면 동산리 291-1,전북특별자치도 순창군 복흥면 동산길 17,8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,2013-11-29,2023-11-15,35.45593279,126.9204916,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8442026,Dongsan Elementary School,초등학교,전북특별자치도,전북특별자치도순창교육지원청,공립,56001.0,전북특별자치도 순창군 복흥면 동산길 17,동산초등학교,063-652-7449,http://www.sdong.es.kr,남여공학,063-652-7550,  ,N,해당없음,,전기,주간,19470405,19470405,20230615,타지역메뉴정보없음
B000003140,인천초은초등학교,초등학교,2011-03-01,공립,본교,운영,인천광역시 서구 청라동 192-3,인천광역시 서구 청라에메랄드로 33,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2023-11-15,37.52842319,126.6558477,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7361246,Incheon Choeun Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22740.0,인천광역시 서구 청라에메랄드로 33,(청라동/ 인천초은초등학교),032-569-3124,http://choeun.icees.kr/,남여공학,032-569-3122,  ,N,해당없음,,전후기,주간,20110301,20110301,20230615,타지역메뉴정보없음
B000006312,청웅초등학교,초등학교,1922-03-16,공립,본교,운영,전북특별자치도 임실군 청웅면 구고리 111,전북특별자치도 임실군 청웅면 청웅로 188,8321000,전북특별자치도교육청,8432000,전북특별자치도임실교육지원청,2013-11-29,2023-11-15,35.57142583,127.2049038,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8432034,Cheong-woong Elementary School,초등학교,전북특별자치도,전북특별자치도임실교육지원청,공립,55934.0,전북특별자치도 임실군 청웅면 청웅로 188,청웅초등학교,063-643-9470,www.chung-w.es.kr,남여공학,063-643-2383,  ,N,해당없음,,전기,주간,19220316,19220316,20230615,타지역메뉴정보없음
B000009510,분진중학교,중학교,1964-03-07,사립,본교,운영,경기도 김포시 월곶면 군하리 71-1,경기도 김포시 월곶면 애기봉로11번길 86,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2023-11-15,37.7192687,126.552961,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7771008,Bunjin Middle School,중학교,경기도,경기도김포교육지원청,사립,10024.0,경기도 김포시 월곶면 애기봉로11번길 86,(월곶면/분진중학교),031-987-1725,www.bunjin.ms.kr,남여공학,031-981-1745,  ,N,일반계,,전기,주간,19640307,19640307,20230615,타지역메뉴정보없음
B000008997,대전대문중학교,중학교,1995-03-04,공립,본교,운영,대전광역시 중구 문화동 760,대전광역시 중구 송리로 33,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2023-11-15,36.30807655,127.400752,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7441015,Daejeon Daemon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,35008.0,대전광역시 중구 송리로 33,(문화동/ 대전대문중학교),042-583-2596,http://daemunms.djsch.kr,남여공학,042-583-2597,  ,N,일반계,,전기,주간,19950304,19950304,20230615,타지역메뉴정보없음
B000007095,지산초등학교,초등학교,1988-05-21,공립,본교,운영,경상북도 구미시 지산동 177-1,경상북도 구미시 지산13길 17,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2023-11-15,36.14049036,128.3445445,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8801127,Jisan Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39192.0,경상북도 구미시 지산13길 17,/ 지산초등학교 (지산동/지산초등학교),054-455-6584,http://school.gyo6.net/gmjisan,남여공학,054-458-7609,  ,N,해당없음,,전기,주간,19870410,19870410,20230615,타지역메뉴정보없음
B000005540,천안오성초등학교,초등학교,2003-03-01,공립,본교,운영,충청남도 천안시 서북구 두정동 675,충청남도 천안시 서북구 오성5길 23,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2023-11-15,36.83140647,127.1296192,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8151095,Cheonanosung Elementary School,초등학교,충청남도,충청남도천안교육지원청,공립,31090.0,충청남도 천안시 서북구 오성5길 23,(두정동),041-522-6091,http://os.caees.kr,남여공학,041-522-6110,  ,N,해당없음,,전기,주간,20030301,20030301,20230615,타지역메뉴정보없음
B000010303,고부중학교,중학교,1952-04-02,공립,본교,운영,전북특별자치도 정읍시 고부면 관청리 817-1,전북특별자치도 정읍시 고부면 관청길 114,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2013-11-29,2023-11-15,35.61404249,126.7420284,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8362083,gobu middle school,중학교,전북특별자치도,전북특별자치도정읍교육지원청,공립,56150.0,전북특별자치도 정읍시 고부면 관청길 114,고부중학교,063-536-0058,http://gobujung.ms.kr,남여공학,063-536-8758,  ,N,해당없음,,전기,주간,19520401,19520501,20230615,타지역메뉴정보없음
B000003815,부천대명초등학교,초등학교,1991-09-01,공립,본교,운영,경기도 부천시 오정구 오정동 127-8,경기도 부천시 오정구 성오로 160,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2024-03-11,37.52825675,126.7973557,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7581058,Bucheon-Daemyeong Elementary School,초등학교,경기도,경기도부천교육지원청,공립,14426.0,경기도 부천시 성오로 160,(오정동/ 부천대명초등학교),070-7099-8504,http://www.daemyoung.es.kr/,남여공학,032-678-2238,  ,N,일반계,,전기,주간,19910901,19910901,20230615,타지역메뉴정보없음
B000012339,광주경신여자고등학교,고등학교,1975-12-23,사립,본교,운영,광주광역시 북구 용봉동 718-1,광주광역시 북구 금호로40번길 40,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2023-11-15,35.17473839,126.8926244,2024-03-22,C738100,청주대학교 지방교육재정연구원,F10,7380048,Gwang ju GyoungShin Girls` High School,고등학교,광주광역시,광주광역시교육청,사립,61113.0,광주광역시 북구 금호로40번길 40,(용봉동/ 경신여고),062-605-4811,http://gshin.gen.hs.kr,여,062-521-6123,일반고,N,일반계,,전기,주간,19721226,19730306,20230615,타지역메뉴정보없음
B000024561,라온초등학교,초등학교,2017-03-01,공립,본교,운영,전라남도 나주시 빛가람동 384,전라남도 나주시 그린로 93,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2023-11-15,35.01439619,126.7793825,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8531075,Laon Elementary School,초등학교,전라남도,전라남도나주교육지원청,공립,58326.0,전라남도 나주시 그린로 93,(빛가람동),061-339-1800,http://raon.es.jne.kr,남여공학,061-333-5660,,N,,,전기,주간,20170301,20170301,20230615,타지역메뉴정보없음
B000007848,소토초등학교,초등학교,1943-04-01,공립,본교,운영,경상남도 양산시 상북면 소토리 651,경상남도 양산시 상북면 율리길 13,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2023-11-15,35.37914795,129.0528536,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9151017,,초등학교,경상남도,양산교육지원청,공립,50566.0,경상남도 양산시 상북면 율리길 13,/ 소토초등학교 (상북면),055-374-6820,http://soto-p.gne.go.kr ,남여공학,055-374-2917,  ,N,해당없음,,전기,주간,19430401,19350515,20230615,타지역메뉴정보없음
B000009509,하성중학교,중학교,1966-03-01,공립,본교,운영,경기도 김포시 하성면 마곡리 640-1,경기도 김포시 하성면 애기봉로806번길 30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2023-11-15,37.71800637,126.6284333,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7771011,Haseong junior middle school,중학교,경기도,경기도김포교육지원청,공립,10011.0,경기도 김포시 하성면 애기봉로806번길 30,(하성중학교),031-988-7263,www.haseong.ms.kr,남여공학,031-988-8304,일반고,N,일반계,과학계열,전기,주간,19660208,19660208,20231231,타지역메뉴정보없음
B000005166,김화초등학교,초등학교,1954-12-30,공립,본교,운영,강원특별자치도 철원군 김화읍 학사리 313-1 번지,강원특별자치도 철원군 김화읍 김화로 551,7801000,강원특별자치도교육청,7932000,강원특별자치도철원교육지원청,2013-11-29,2023-11-15,38.25240977,127.4130647,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7932015,Gimhwa Elementary School,초등학교,강원특별자치도,강원특별자치도철원교육지원청,공립,24054.0,강원도 철원군 김화읍 김화로 551,(김화읍),033-458-4235,http://gimhcw.gwe.es.kr,남여공학,033-458-4236,,N,일반계,,전기,주간,19541230,19550610,20240317,타지역메뉴정보없음
B000008468,부산여자중학교,중학교,1945-10-01,공립,본교,운영,부산광역시 서구 서대신동3가 60,부산광역시 서구 보수대로 282-23,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2023-11-15,35.12056195,129.0144572,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7171020,Busan Girls Middle School,중학교,부산광역시,부산광역시서부교육지원청,공립,49202.0,부산광역시 서구 보수대로 282-23,(서대신동3가/ 부산여자중학교),051-240-0910,http://busan-gm.ms.kr,여,051-248-1944,  ,N,일반계,,전기,주간,19451001,19451001,20230615,타지역메뉴정보없음
B000011289,경기상업고등학교,고등학교,1923-05-14,공립,본교,운영,서울특별시 종로구 청운동 89-3,서울특별시 종로구 자하문로 136,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58925853,126.9700571,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7010272,Gyeonggi Commercial High School,고등학교,서울특별시,서울특별시교육청,공립,3047.0,서울특별시 종로구 자하문로 136,(청운동),02-737-6490,http://ggc.sen.hs.kr,남여공학,02-722-0504,특성화고,N,전문계,,전기,주간,19230206,19230514,20230615,타지역메뉴정보없음
B000027506,인천중산중학교,중학교,2019-03-01,공립,본교,운영,인천광역시 중구 중산동 1914-2,인천광역시 중구 두미포로 189,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2023-11-15,37.49835809,126.5709929,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7321223,Incheon Jungsan Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22391.0,인천광역시 중구 두미포로 189,(중산동),032-509-4900,http://jungsan.icems.kr/,남여공학,032-509-4920,,N,,,전후기,주간,20190301,20190301,20230615,타지역메뉴정보없음
B000003283,광주학강초등학교,초등학교,1943-05-06,공립,본교,운영,광주광역시 남구 양림동 12-1,광주광역시 남구 양림로 92,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2023-11-15,35.13820066,126.9180857,2024-03-22,C738100,청주대학교 지방교육재정연구원,F10,7401124,Gwangju Hakkang Elementary School,초등학교,광주광역시,광주광역시서부교육지원청,공립,61663.0,광주광역시 남구 양림로 92,(양림동/학강초등학교),062-720-5306,http://hakkang.gen.es.kr,남여공학,062-720-5303,  ,N,일반계,,전기,주간,19430401,19430506,20230615,타지역메뉴정보없음
B000009825,안흥중학교,중학교,1951-12-11,공립,본교,운영,강원특별자치도 횡성군 안흥면 272-2 번지,강원특별자치도 횡성군 안흥면 서동로 1121,7801000,강원특별자치도교육청,7892000,강원특별자치도횡성교육지원청,2013-11-29,2023-11-15,37.41259236,128.1527598,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7892039,Anheung Middle School,중학교,강원특별자치도,강원특별자치도횡성교육지원청,공립,25271.0,강원특별자치도 횡성군 안흥면 서동로 1121, ,333424468,http://anheung.gwe.ms.kr/,남여공학,033-342-5374,,N,일반계,,전기,주간,19511030,19511030,20230913,타지역메뉴정보없음
B000024294,양지초등학교,초등학교,2014-09-01,공립,본교,운영,세종특별자치시 도담동 583,세종특별자치시 보듬8로 11,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2023-11-15,36.51845083,127.2603104,2024-03-22,C738100,청주대학교 지방교육재정연구원,I10,9300128,Yangji Elementary School,초등학교,세종특별자치시,세종특별자치시교육청,공립,30098.0,세종특별자치시  보듬8로 11,/ 양지초등학교 (도담동),044-867-9053,http://yangji.sjedues.kr,남여공학,044-866-1843,,N,,,전기,주간,20140901,20140901,20230615,타지역메뉴정보없음
B000012981,동암고등학교,고등학교,1981-03-01,사립,본교,운영,전북특별자치도 전주시 완산구 효자동2가 1200-2,전북특별자치도 전주시 완산구 소태정4길 1,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2023-11-15,35.80652136,127.1012295,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8321089,Dong-am High School,고등학교,전북특별자치도,전북특별자치도교육청,사립,55065.0,전북특별자치도 전주시 완산구 소태정4길 1,"(효자동2가, 동암고등학교)",063-223-5553,http://www.dongam.hs.kr,남,063-223-5558,일반고,N,일반계,,전기,주간,19800515,19800515,20230615,타지역메뉴정보없음
B000010978,진해중학교,중학교,1951-05-20,공립,본교,운영,경상남도 창원시 진해구 여좌동 63,경상남도 창원시 진해구 여좌로 98,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2023-11-15,35.16037923,128.6652038,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9022161,,중학교,경상남도,진해교육청(폐지),공립,51695.0,경상남도 창원시 진해구 여좌로 98,(여좌동/ 진해중학교),055-544-8876,http://jinhae-m.gne.go.kr ,남,055-545-7365,,N,해당없음,,전기,주간,19510520,19510520,20230615,타지역메뉴정보없음
